latency,duration,type,marker_value,key,timestamp,marker_id
462.848965,6.012242,text_element_amub,5,-1,1689122820.525288,97
468.869015,30.115869,phase_16,46392,-1,1689122826.545338,98
468.869015,6.020051,text_element_gmia,1,-1,1689122826.545338,99
474.904682,6.004434,text_element_z6up,2,-1,1689122832.581005,100
480.916924,6.012242,text_element_pod4,3,-1,1689122838.593247,101
486.944783,6.004434,text_element_velq,4,-1,1689122844.621106,102
492.964833,6.020051,text_element_amub,5,-1,1689122850.641156,103
499.000500,30.100252,phase_17,46393,-1,1689122856.676823,104
499.000500,6.004434,text_element_gmia,1,-1,1689122856.676823,105
505.020550,6.012243,text_element_z6up,2,-1,1689122862.696873,106
511.040601,6.012242,text_element_pod4,3,-1,1689122868.716924,107
517.060651,6.012243,text_element_velq,4,-1,1689122874.736974,108
523.088510,6.012242,text_element_amub,5,-1,1689122880.764833,109
529.116368,30.115869,phase_18,46390,-1,1689122886.792691,110
529.116368,6.020051,text_element_gmia,1,-1,1689122886.792691,111
535.144227,6.004434,text_element_z6up,2,-1,1689122892.820550,112
541.164277,6.012243,text_element_pod4,3,-1,1689122898.840600,113
547.184328,6.012242,text_element_velq,4,-1,1689122904.860651,114
553.212186,6.020051,text_element_amub,5,-1,1689122910.888509,115
559.240045,30.084636,phase_19,46394,-1,1689122916.916368,116
559.240045,6.012242,text_element_gmia,1,-1,1689122916.916368,117
565.260095,6.012243,text_element_z6up,2,-1,1689122922.936418,118
571.280146,6.004434,text_element_pod4,3,-1,1689122928.956469,119
577.292388,6.004435,text_element_velq,4,-1,1689122934.968711,120
583.304631,6.020050,text_element_amub,5,-1,1689122940.980954,121
589.340297,30.131485,phase_20,46395,-1,1689122947.016620,122
589.340297,6.012243,text_element_gmia,1,-1,1689122947.016620,123
595.360348,6.012242,text_element_z6up,2,-1,1689122953.036671,124
601.380398,6.004434,text_element_pod4,3,-1,1689122959.056721,125
607.400449,6.004434,text_element_velq,4,-1,1689122965.076772,126
613.420499,6.051283,text_element_amub,5,-1,1689122971.096822,127
619.424933,0.000000,last_stimuli,2023-07-12T09:49:37.102+09:00,-1,1689122977.101256,128
619.495206,2.670373,phase_Instructions_phase_2,46366,-1,1689122977.171529,129
619.495206,2.670373,text_element_937i,NULL,-1,1689122977.171529,130
622.173387,0.000000,finish_running,2023-07-12T09:49:39.846+09:00,-1,1689122979.849710,131
