latency,duration,type,marker_value,key,timestamp,marker_id
0.163970,4.903492,sensor_check,true,-1,1689119442.777324,1
5.067462,0.000000,published_date,2023-07-11T23:47:03.534929Z,-1,1689119447.680816,2
5.075271,1.546005,phase_Instructions_phase_1,46270,-1,1689119447.688625,3
5.075271,1.553813,text_element_djez,NULL,-1,1689119447.688625,4
6.629084,614.974446,active_period,true,-1,1689119449.242438,5
6.730589,10.009996,text_element_q681,rest,-1,1689119449.343943,6
6.730589,10.009996,phase_Stimuli_phase_1,46271,-1,1689119449.343943,7
16.756201,30.232997,phase_1,46272,-1,1689119459.369555,8
16.756201,1.007246,text_element_gmia,1,-1,1689119459.369555,9
17.779063,5.004998,text_element_5dc6,stop,-1,1689119460.392417,10
22.807485,1.007246,text_element_z6up,2,-1,1689119465.420839,11
23.830347,5.004998,text_element_08so,stop,-1,1689119466.443701,12
28.850961,1.007246,text_element_pod4,3,-1,1689119471.464315,13
29.873823,5.004998,text_element_02gl,stop,-1,1689119472.487177,14
34.894437,1.015055,text_element_velq,4,-1,1689119477.507791,15
35.925108,5.012806,text_element_ea58,stop,-1,1689119478.538462,16
40.953530,1.007246,text_element_amub,5,-1,1689119483.566884,17
41.976392,5.012806,text_element_em0k,stop,-1,1689119484.589746,18
47.004814,1.007246,text_element_gmia,1,-1,1689119489.618168,19
47.004814,30.248613,phase_2,46273,-1,1689119489.618168,20
48.035484,5.012806,text_element_5dc6,stop,-1,1689119490.648838,21
53.063906,1.015055,text_element_z6up,2,-1,1689119495.677260,22
54.086768,5.012806,text_element_08so,stop,-1,1689119496.700122,23
59.107382,1.015055,text_element_pod4,3,-1,1689119501.720736,24
60.145861,5.004997,text_element_02gl,stop,-1,1689119502.759215,25
65.166475,1.007246,text_element_velq,4,-1,1689119507.779829,26
66.189337,5.020614,text_element_ea58,stop,-1,1689119508.802691,27
71.217759,1.015054,text_element_amub,5,-1,1689119513.831113,28
72.240621,5.020614,text_element_em0k,stop,-1,1689119514.853975,29
77.269043,1.015054,text_element_gmia,1,-1,1689119519.882397,30
77.269043,30.248613,phase_3,46274,-1,1689119519.882397,31
78.291905,5.012806,text_element_5dc6,stop,-1,1689119520.905259,32
83.320327,1.007246,text_element_z6up,2,-1,1689119525.933681,33
84.343190,5.012806,text_element_08so,stop,-1,1689119526.956544,34
89.363803,1.015055,text_element_pod4,3,-1,1689119531.977157,35
90.386666,5.012806,text_element_02gl,stop,-1,1689119533.000020,36
95.415088,1.015054,text_element_velq,4,-1,1689119538.028442,37
96.437950,5.020614,text_element_ea58,stop,-1,1689119539.051304,38
101.474180,1.007246,text_element_amub,5,-1,1689119544.087534,39
102.497042,5.020614,text_element_em0k,stop,-1,1689119545.110396,40
107.525464,30.232997,phase_4,46275,-1,1689119550.138818,41
107.525464,1.022863,text_element_gmia,1,-1,1689119550.138818,42
108.563943,5.012805,text_element_5dc6,stop,-1,1689119551.177297,43
113.592365,0.999438,text_element_z6up,2,-1,1689119556.205719,44
114.599611,5.012805,text_element_08so,stop,-1,1689119557.212965,45
119.628033,1.007246,text_element_pod4,3,-1,1689119562.241387,46
120.650895,5.004997,text_element_02gl,stop,-1,1689119563.264249,47
125.663701,1.007246,text_element_velq,4,-1,1689119568.277055,48
126.686563,5.020614,text_element_ea58,stop,-1,1689119569.299917,49
131.722793,1.015054,text_element_amub,5,-1,1689119574.336147,50
132.753463,5.004998,text_element_em0k,stop,-1,1689119575.366817,51
137.766269,1.015054,text_element_gmia,1,-1,1689119580.379623,52
137.766269,30.217381,phase_5,46276,-1,1689119580.379623,53
138.796939,5.012806,text_element_5dc6,stop,-1,1689119581.410293,54
143.817553,1.015054,text_element_z6up,2,-1,1689119586.430907,55
144.848224,4.997189,text_element_08so,stop,-1,1689119587.461578,56
149.861029,1.015054,text_element_pod4,3,-1,1689119592.474383,57
150.883892,5.012805,text_element_02gl,stop,-1,1689119593.497246,58
155.912314,1.015054,text_element_velq,4,-1,1689119598.525668,59
156.935176,5.004997,text_element_ea58,stop,-1,1689119599.548530,60
161.947982,1.015054,text_element_amub,5,-1,1689119604.561336,61
162.970844,5.012806,text_element_em0k,stop,-1,1689119605.584198,62
167.999266,30.209572,phase_6,46277,-1,1689119610.612620,63
167.999266,0.999438,text_element_gmia,1,-1,1689119610.612620,64
169.014320,5.012806,text_element_5dc6,stop,-1,1689119611.627674,65
174.034934,1.007246,text_element_z6up,2,-1,1689119616.648288,66
175.049988,5.012806,text_element_08so,stop,-1,1689119617.663342,67
180.070602,1.015054,text_element_pod4,3,-1,1689119622.683956,68
181.093464,5.012806,text_element_02gl,stop,-1,1689119623.706818,69
186.121886,1.015054,text_element_velq,4,-1,1689119628.735240,70
187.144748,5.020614,text_element_ea58,stop,-1,1689119629.758102,71
192.173170,1.007246,text_element_amub,5,-1,1689119634.786524,72
193.196033,5.012805,text_element_em0k,stop,-1,1689119635.809387,73
198.224454,1.007247,text_element_gmia,1,-1,1689119640.837808,74
198.224454,30.201765,phase_7,46278,-1,1689119640.837808,75
199.239509,5.012805,text_element_5dc6,stop,-1,1689119641.852863,76
204.260122,1.015055,text_element_z6up,2,-1,1689119646.873476,77
205.290793,5.012805,text_element_08so,stop,-1,1689119647.904147,78
210.319215,1.015054,text_element_pod4,3,-1,1689119652.932569,79
211.342077,5.004998,text_element_02gl,stop,-1,1689119653.955431,80
216.362691,1.007246,text_element_velq,4,-1,1689119658.976045,81
