latency,duration,type,marker_value,key,timestamp,marker_id
0.117122,19.590512,sensor_check,true,-1,1689316051.091780,1
19.715442,2.256540,phase_Instructions_phase_1,46526,-1,1689316070.690100,2
19.715442,0.000000,published_date,2023-07-14T04:51:33.699441Z,-1,1689316070.690100,3
19.715442,2.256540,text_element_l74n,NULL,-1,1689316070.690100,4
21.971982,70.327520,active_period,true,-1,1689316072.946640,5
22.065679,10.009979,phase_rest,46527,-1,1689316073.040337,6
22.065679,10.009979,rest_10s,rest,-1,1689316073.040337,7
32.075658,6.012234,phase_1,46528,-1,1689316083.050316,8
32.075658,1.007244,text_element_0bc1,1,-1,1689316083.050316,9
33.090711,4.997181,text_element_wssy,wait,-1,1689316084.065369,10
38.095700,6.012234,phase_2,46529,-1,1689316089.070358,11
38.095700,1.007244,text_element_0bc1,1,-1,1689316089.070358,12
39.102944,5.004990,text_element_wssy,wait,-1,1689316090.077602,13
44.107934,1.015052,text_element_0bc1,1,-1,1689316095.082592,14
44.107934,6.027850,phase_3,46530,-1,1689316095.082592,15
45.122986,5.012798,text_element_wssy,wait,-1,1689316096.097644,16
50.135784,1.007244,text_element_0bc1,1,-1,1689316101.110442,17
50.135784,6.027850,phase_4,46531,-1,1689316101.110442,18
51.143028,5.020606,text_element_wssy,wait,-1,1689316102.117686,19
56.163634,6.020042,phase_5,46532,-1,1689316107.138292,20
56.163634,1.007244,text_element_0bc1,1,-1,1689316107.138292,21
57.170878,5.012798,text_element_wssy,wait,-1,1689316108.145536,22
62.183676,6.012234,phase_6,46533,-1,1689316113.158334,23
62.183676,1.007244,text_element_0bc1,1,-1,1689316113.158334,24
63.190920,5.004990,text_element_wssy,wait,-1,1689316114.165578,25
68.195910,6.027850,phase_7,46534,-1,1689316119.170568,26
68.195910,1.015052,text_element_0bc1,1,-1,1689316119.170568,27
69.210962,5.012798,text_element_wssy,wait,-1,1689316120.185620,28
74.223760,6.027850,phase_8,46535,-1,1689316125.198418,29
74.231568,1.007244,text_element_0bc1,1,-1,1689316125.206226,30
75.246620,5.004990,text_element_wssy,wait,-1,1689316126.221278,31
80.251610,1.015052,text_element_0bc1,1,-1,1689316131.226268,32
80.251610,6.027850,phase_9,46536,-1,1689316131.226268,33
81.274470,5.004990,text_element_wssy,wait,-1,1689316132.249128,34
86.279460,1.015052,text_element_0bc1,1,-1,1689316137.254118,35
86.279460,6.020042,phase_10,46537,-1,1689316137.254118,36
87.294512,5.004990,text_element_wssy,wait,-1,1689316138.269170,37
92.299502,0.000000,last_stimuli,2023-07-14T15:29:03.273+09:00,-1,1689316143.274160,38
92.307310,0.000000,finish_running,2023-07-14T15:29:03.278+09:00,-1,1689316143.281968,39
