latency,duration,type,marker_value,key,timestamp,marker_id
0.210819,7.199074,sensor_check,true,-1,1689571286.678339,1
7.409893,0.000000,published_date,2023-07-14T04:51:33.699441Z,-1,1689571293.877413,2
7.409893,2.553251,phase_Instructions_phase_1,46526,-1,1689571293.877413,3
7.409893,2.553251,text_element_l74n,NULL,-1,1689571293.877413,4
9.970952,70.390084,active_period,true,-1,1689571296.438472,5
10.064649,10.009994,phase_rest,46527,-1,1689571296.532169,6
10.064649,10.009994,rest_10s,rest,-1,1689571296.532169,7
20.074643,6.020050,phase_1,46528,-1,1689571306.542163,8
20.074643,1.007245,text_element_0bc1,1,-1,1689571306.542163,9
21.081888,5.012805,text_element_wssy,wait,-1,1689571307.549408,10
26.102501,6.027859,phase_2,46529,-1,1689571312.570021,11
26.102501,1.015054,text_element_0bc1,1,-1,1689571312.570021,12
27.117555,5.012805,text_element_wssy,wait,-1,1689571313.585075,13
32.130360,6.027858,phase_3,46530,-1,1689571318.597880,14
32.130360,1.015054,text_element_0bc1,1,-1,1689571318.597880,15
33.145414,5.012804,text_element_wssy,wait,-1,1689571319.612934,16
38.158218,6.027859,phase_4,46531,-1,1689571324.625738,17
38.158218,1.015054,text_element_0bc1,1,-1,1689571324.625738,18
39.173272,5.012805,text_element_wssy,wait,-1,1689571325.640792,19
44.193885,6.020050,phase_5,46532,-1,1689571330.661405,20
44.193885,1.015054,text_element_0bc1,1,-1,1689571330.661405,21
45.208939,5.004996,text_element_wssy,wait,-1,1689571331.676459,22
50.213935,6.020051,phase_6,46533,-1,1689571336.681455,23
50.213935,1.007246,text_element_0bc1,1,-1,1689571336.681455,24
51.221181,5.012805,text_element_wssy,wait,-1,1689571337.688701,25
56.233986,6.027858,phase_7,46534,-1,1689571342.701506,26
56.233986,1.007246,text_element_0bc1,1,-1,1689571342.701506,27
57.241232,5.020612,text_element_wssy,wait,-1,1689571343.708752,28
62.261844,6.027859,phase_8,46535,-1,1689571348.729364,29
62.261844,1.015054,text_element_0bc1,1,-1,1689571348.729364,30
63.276898,5.012805,text_element_wssy,wait,-1,1689571349.744418,31
68.289703,6.035666,phase_9,46536,-1,1689571354.757223,32
68.289703,1.015054,text_element_0bc1,1,-1,1689571354.757223,33
69.312565,5.012804,text_element_wssy,wait,-1,1689571355.780085,34
74.325369,6.035667,phase_10,46537,-1,1689571360.792889,35
74.325369,1.015054,text_element_0bc1,1,-1,1689571360.792889,36
75.340423,5.020613,text_element_wssy,wait,-1,1689571361.807943,37
80.361036,0.000000,last_stimuli,2023-07-17T14:22:46.829+09:00,-1,1689571366.828556,38
80.368844,0.000000,finish_running,2023-07-17T14:22:46.833+09:00,-1,1689571366.836364,39
