latency,duration,type,marker_value,key,timestamp,marker_id
0.140545,14.632372,sensor_check,true,-1,1689315933.142704,1
14.772917,2.639137,phase_Instructions_phase_1,46526,-1,1689315947.775076,2
14.772917,0.000000,published_date,2023-07-14T04:51:33.699441Z,-1,1689315947.775076,3
14.772917,2.639137,text_element_l74n,NULL,-1,1689315947.775076,4
17.412054,70.319712,active_period,true,-1,1689315950.414213,5
17.497943,10.017787,rest_10s,rest,-1,1689315950.500102,6
17.497943,10.017787,phase_rest,46527,-1,1689315950.500102,7
27.515730,1.015052,text_element_0bc1,1,-1,1689315960.517889,8
27.515730,6.012234,phase_1,46528,-1,1689315960.517889,9
28.530782,4.997182,text_element_wssy,wait,-1,1689315961.532941,10
33.527964,6.020042,phase_2,46529,-1,1689315966.530123,11
33.527964,1.015052,text_element_0bc1,1,-1,1689315966.530123,12
34.543016,5.004990,text_element_wssy,wait,-1,1689315967.545175,13
39.548006,1.007244,text_element_0bc1,1,-1,1689315972.550165,14
39.548006,6.012234,phase_3,46530,-1,1689315972.550165,15
40.563058,4.997182,text_element_wssy,wait,-1,1689315973.565217,16
45.560240,6.020042,phase_4,46531,-1,1689315978.562399,17
45.560240,1.015052,text_element_0bc1,1,-1,1689315978.562399,18
46.575292,5.004990,text_element_wssy,wait,-1,1689315979.577451,19
51.588090,6.020042,phase_5,46532,-1,1689315984.590249,20
51.588090,1.007244,text_element_0bc1,1,-1,1689315984.590249,21
52.603142,5.004990,text_element_wssy,wait,-1,1689315985.605301,22
57.608132,1.007244,text_element_0bc1,1,-1,1689315990.610291,23
57.608132,6.020042,phase_6,46533,-1,1689315990.610291,24
58.615376,5.012798,text_element_wssy,wait,-1,1689315991.617535,25
63.628174,1.015052,text_element_0bc1,1,-1,1689315996.630333,26
63.628174,6.027850,phase_7,46534,-1,1689315996.630333,27
64.643226,5.012798,text_element_wssy,wait,-1,1689315997.645385,28
69.656024,1.007244,text_element_0bc1,1,-1,1689316002.658183,29
69.656024,6.012234,phase_8,46535,-1,1689316002.658183,30
70.663268,5.012798,text_element_wssy,wait,-1,1689316003.665427,31
75.676066,6.027850,phase_9,46536,-1,1689316008.678225,32
75.676066,1.007244,text_element_0bc1,1,-1,1689316008.678225,33
76.683310,5.020606,text_element_wssy,wait,-1,1689316009.685469,34
81.703916,1.007244,text_element_0bc1,1,-1,1689316014.706075,35
81.703916,6.027850,phase_10,46537,-1,1689316014.706075,36
82.711160,5.020606,text_element_wssy,wait,-1,1689316015.713319,37
87.723958,0.000000,last_stimuli,2023-07-14T15:27:00.728+09:00,-1,1689316020.726117,38
87.731766,0.000000,finish_running,2023-07-14T15:27:00.733+09:00,-1,1689316020.733925,39
