latency,duration,type,marker_value,key,timestamp,marker_id
0.109314,2.654752,sensor_check,true,-1,1689316354.522140,1
2.764066,0.000000,published_date,2023-07-14T04:51:33.699441Z,-1,1689316357.176892,2
2.764066,1.858327,phase_Instructions_phase_1,46526,-1,1689316357.176892,3
2.764066,1.858327,text_element_l74n,NULL,-1,1689316357.176892,4
4.630201,70.265053,active_period,true,-1,1689316359.043027,5
4.723898,10.002171,rest_10s,rest,-1,1689316359.136724,6
4.723898,10.002171,phase_rest,46527,-1,1689316359.136724,7
14.726069,6.027850,phase_1,46528,-1,1689316369.138895,8
14.726069,1.007244,text_element_0bc1,1,-1,1689316369.138895,9
15.733313,5.020606,text_element_wssy,wait,-1,1689316370.146139,10
20.753919,1.007244,text_element_0bc1,1,-1,1689316375.166745,11
20.753919,6.012234,phase_2,46529,-1,1689316375.166745,12
21.761163,5.004990,text_element_wssy,wait,-1,1689316376.173989,13
26.766153,1.015052,text_element_0bc1,1,-1,1689316381.178979,14
26.766153,6.027849,phase_3,46530,-1,1689316381.178979,15
27.781205,5.012797,text_element_wssy,wait,-1,1689316382.194031,16
32.794002,1.007245,text_element_0bc1,1,-1,1689316387.206828,17
32.794002,6.012234,phase_4,46531,-1,1689316387.206828,18
33.801247,5.004989,text_element_wssy,wait,-1,1689316388.214073,19
38.806236,6.004426,phase_5,46532,-1,1689316393.219062,20
38.806236,0.999436,text_element_0bc1,1,-1,1689316393.219062,21
39.805672,5.004990,text_element_wssy,wait,-1,1689316394.218498,22
44.818470,0.999436,text_element_0bc1,1,-1,1689316399.231296,23
44.818470,6.004425,phase_6,46533,-1,1689316399.231296,24
45.817906,5.004989,text_element_wssy,wait,-1,1689316400.230732,25
50.822895,6.020042,phase_7,46534,-1,1689316405.235721,26
50.822895,1.015053,text_element_0bc1,1,-1,1689316405.235721,27
51.837948,5.012797,text_element_wssy,wait,-1,1689316406.250774,28
56.850745,0.999437,text_element_0bc1,1,-1,1689316411.263571,29
56.850745,6.004426,phase_8,46535,-1,1689316411.263571,30
57.850182,5.004989,text_element_wssy,wait,-1,1689316412.263008,31
62.862979,6.012234,phase_9,46536,-1,1689316417.275805,32
62.862979,0.999436,text_element_0bc1,1,-1,1689316417.275805,33
63.862415,5.012798,text_element_wssy,wait,-1,1689316418.275241,34
68.875213,6.020041,phase_10,46537,-1,1689316423.288039,35
68.875213,1.007244,text_element_0bc1,1,-1,1689316423.288039,36
69.882457,5.012797,text_element_wssy,wait,-1,1689316424.295283,37
74.887446,0.000000,last_stimuli,2023-07-14T15:33:49.303+09:00,-1,1689316429.300272,38
74.895254,0.000000,finish_running,2023-07-14T15:33:49.307+09:00,-1,1689316429.308080,39
